Wahlkreisnr;Wahlkreisbez;RGS_Land;RGS_RegBez;RGS_Kreis;RGS_GemVerband;RGS_Gemeinde;Landname;RegBezname;Kreisname;GemVerbandname;Gemeindename;Gemeindeteil;Wahlkreisvon;Wahlkreisbis;ARS
1;Flensburg – Schleswig;01;0;01;0;000;Schleswig-Holstein;;Flensburg, Stadt;;Flensburg, Stadt;0;;;01001000
1;Flensburg – Schleswig;01;0;59;5996;001;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Alt Bennebek;0;;;01059001
1;Flensburg – Schleswig;01;0;59;5920;002;Schleswig-Holstein;;Schleswig-Flensburg;Kappeln-Land;Arnis, Stadt;0;;;01059002
1;Flensburg – Schleswig;01;0;59;5996;005;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Bergenhusen;0;;;01059005
1;Flensburg – Schleswig;01;0;59;5974;006;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Böel;0;;;01059006
1;Flensburg – Schleswig;01;0;59;5987;008;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Böklund;0;;;01059008
1;Flensburg – Schleswig;01;0;59;5996;009;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Börm;0;;;01059009
1;Flensburg – Schleswig;01;0;59;5993;010;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Bollingstedt;0;;;01059010
1;Flensburg – Schleswig;01;0;59;5915;012;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Borgwedel;0;;;01059012
1;Flensburg – Schleswig;01;0;59;5974;014;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Brebel;0;;;01059014
1;Flensburg – Schleswig;01;0;59;5987;016;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Brodersby;0;;;01059016
1;Flensburg – Schleswig;01;0;59;5915;018;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Busdorf;0;;;01059018
1;Flensburg – Schleswig;01;0;59;5915;019;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Dannewerk;0;;;01059019
1;Flensburg – Schleswig;01;0;59;5996;020;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Dörpstedt;0;;;01059020
1;Flensburg – Schleswig;01;0;59;5974;021;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Dollrottfeld;0;;;01059021
1;Flensburg – Schleswig;01;0;59;5993;023;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Ellingstedt;0;;;01059023
1;Flensburg – Schleswig;01;0;59;5996;024;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Erfde;0;;;01059024
1;Flensburg – Schleswig;01;0;59;5915;026;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Fahrdorf;0;;;01059026
1;Flensburg – Schleswig;01;0;59;5915;032;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Geltorf;0;;;01059032
1;Flensburg – Schleswig;01;0;59;5987;033;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Goltoft;0;;;01059033
1;Flensburg – Schleswig;01;0;59;5920;034;Schleswig-Holstein;;Schleswig-Flensburg;Kappeln-Land;Grödersby;0;;;01059034
1;Flensburg – Schleswig;01;0;59;5996;035;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Groß Rheide;0;;;01059035
1;Flensburg – Schleswig;01;0;59;5987;037;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Havetoft;0;;;01059037
1;Flensburg – Schleswig;01;0;59;5993;039;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Hollingstedt;0;;;01059039
1;Flensburg – Schleswig;01;0;59;5993;041;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Hüsby;0;;;01059041
1;Flensburg – Schleswig;01;0;59;5987;042;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Idstedt;0;;;01059042
1;Flensburg – Schleswig;01;0;59;5915;043;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Jagel;0;;;01059043
1;Flensburg – Schleswig;01;0;59;5993;044;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Jübek;0;;;01059044
1;Flensburg – Schleswig;01;0;59;0;045;Schleswig-Holstein;;Schleswig-Flensburg;;Kappeln, Stadt;0;;;01059045
1;Flensburg – Schleswig;01;0;59;5987;049;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Klappholz;0;;;01059049
1;Flensburg – Schleswig;01;0;59;5996;050;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Klein Bennebek;0;;;01059050
1;Flensburg – Schleswig;01;0;59;5996;051;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Klein Rheide;0;;;01059051
1;Flensburg – Schleswig;01;0;59;5996;053;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Kropp;0;;;01059053
1;Flensburg – Schleswig;01;0;59;5974;055;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Loit;0;;;01059055
1;Flensburg – Schleswig;01;0;59;5915;056;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Lottorf;0;;;01059056
1;Flensburg – Schleswig;01;0;59;5993;057;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Lürschau;0;;;01059057
1;Flensburg – Schleswig;01;0;59;5996;058;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Meggerdorf;0;;;01059058
1;Flensburg – Schleswig;01;0;59;5974;060;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Mohrkirch;0;;;01059060
1;Flensburg – Schleswig;01;0;59;5987;062;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Neuberend;0;;;01059062
1;Flensburg – Schleswig;01;0;59;5974;063;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Norderbrarup;0;;;01059063
1;Flensburg – Schleswig;01;0;59;5996;064;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Norderstapel;0;;;01059064
1;Flensburg – Schleswig;01;0;59;5974;065;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Nottfeld;0;;;01059065
1;Flensburg – Schleswig;01;0;59;5920;067;Schleswig-Holstein;;Schleswig-Flensburg;Kappeln-Land;Oersberg;0;;;01059067
1;Flensburg – Schleswig;01;0;59;5920;068;Schleswig-Holstein;;Schleswig-Flensburg;Kappeln-Land;Rabenkirchen-Faulück;0;;;01059068
1;Flensburg – Schleswig;01;0;59;5974;070;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Rügge;0;;;01059070
1;Flensburg – Schleswig;01;0;59;5974;072;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Saustrup;0;;;01059072
1;Flensburg – Schleswig;01;0;59;5987;073;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Schaalby;0;;;01059073
1;Flensburg – Schleswig;01;0;59;5974;074;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Scheggerott;0;;;01059074
1;Flensburg – Schleswig;01;0;59;0;075;Schleswig-Holstein;;Schleswig-Flensburg;;Schleswig, Stadt;0;;;01059075
1;Flensburg – Schleswig;01;0;59;5949;076;Schleswig-Holstein;;Schleswig-Flensburg;Amt Mittelangeln;Schnarup-Thumby;0;;;01059076
1;Flensburg – Schleswig;01;0;59;5993;077;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Schuby;0;;;01059077
1;Flensburg – Schleswig;01;0;59;5915;078;Schleswig-Holstein;;Schleswig-Flensburg;Haddeby;Selk;0;;;01059078
1;Flensburg – Schleswig;01;0;59;5993;079;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Silberstedt;0;;;01059079
1;Flensburg – Schleswig;01;0;59;5974;080;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Steinfeld;0;;;01059080
1;Flensburg – Schleswig;01;0;59;5987;081;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Stolk;0;;;01059081
1;Flensburg – Schleswig;01;0;59;5987;082;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Struxdorf;0;;;01059082
1;Flensburg – Schleswig;01;0;59;5974;083;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Süderbrarup;0;;;01059083
1;Flensburg – Schleswig;01;0;59;5987;084;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Süderfahrenstedt;0;;;01059084
1;Flensburg – Schleswig;01;0;59;5996;085;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Süderstapel;0;;;01059085
1;Flensburg – Schleswig;01;0;59;5987;086;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Taarstedt;0;;;01059086
1;Flensburg – Schleswig;01;0;59;5996;087;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Tetenhusen;0;;;01059087
1;Flensburg – Schleswig;01;0;59;5996;088;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Tielen;0;;;01059088
1;Flensburg – Schleswig;01;0;59;5987;090;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Tolk;0;;;01059090
1;Flensburg – Schleswig;01;0;59;5993;092;Schleswig-Holstein;;Schleswig-Flensburg;Arensharde;Treia;0;;;01059092
1;Flensburg – Schleswig;01;0;59;5987;093;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Uelsby;0;;;01059093
1;Flensburg – Schleswig;01;0;59;5974;094;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Ulsnis;0;;;01059094
1;Flensburg – Schleswig;01;0;59;5974;095;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Wagersrott;0;;;01059095
1;Flensburg – Schleswig;01;0;59;5996;096;Schleswig-Holstein;;Schleswig-Flensburg;Kropp-Stapelholm;Wohlde;0;;;01059096
1;Flensburg – Schleswig;01;0;59;5987;097;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Twedt;0;;;01059097
1;Flensburg – Schleswig;01;0;59;5987;098;Schleswig-Holstein;;Schleswig-Flensburg;Südangeln;Nübel;0;;;01059098
1;Flensburg – Schleswig;01;0;59;5919;101;Schleswig-Holstein;;Schleswig-Flensburg;Hürup;Tastrup;0;;;01059101
1;Flensburg – Schleswig;01;0;59;5990;102;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Ahneby;0;;;01059102
1;Flensburg – Schleswig;01;0;59;5919;103;Schleswig-Holstein;;Schleswig-Flensburg;Hürup;Ausacker;0;;;01059103
1;Flensburg – Schleswig;01;0;59;5952;105;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Böxlund;0;;;01059105
1;Flensburg – Schleswig;01;0;59;5937;106;Schleswig-Holstein;;Schleswig-Flensburg;Langballig;Dollerup;0;;;01059106
1;Flensburg – Schleswig;01;0;59;5912;107;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Eggebek;0;;;01059107
1;Flensburg – Schleswig;01;0;59;5990;109;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Esgrus;0;;;01059109
1;Flensburg – Schleswig;01;0;59;5990;112;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Gelting;0;;;01059112
1;Flensburg – Schleswig;01;0;59;0;113;Schleswig-Holstein;;Schleswig-Flensburg;;Glücksburg (Ostsee), Stadt;0;;;01059113
1;Flensburg – Schleswig;01;0;59;5952;115;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Großenwiehe;0;;;01059115
1;Flensburg – Schleswig;01;0;59;5919;116;Schleswig-Holstein;;Schleswig-Flensburg;Hürup;Großsolt;0;;;01059116
1;Flensburg – Schleswig;01;0;59;5937;118;Schleswig-Holstein;;Schleswig-Flensburg;Langballig;Grundhof;0;;;01059118
1;Flensburg – Schleswig;01;0;59;0;120;Schleswig-Holstein;;Schleswig-Flensburg;;Harrislee;0;;;01059120
1;Flensburg – Schleswig;01;0;59;5990;121;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Hasselberg;0;;;01059121
1;Flensburg – Schleswig;01;0;59;5952;123;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Hörup;0;;;01059123
1;Flensburg – Schleswig;01;0;59;5952;124;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Holt;0;;;01059124
1;Flensburg – Schleswig;01;0;59;5919;126;Schleswig-Holstein;;Schleswig-Flensburg;Hürup;Hürup;0;;;01059126
1;Flensburg – Schleswig;01;0;59;5919;127;Schleswig-Holstein;;Schleswig-Flensburg;Hürup;Husby;0;;;01059127
1;Flensburg – Schleswig;01;0;59;5912;128;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Janneby;0;;;01059128
1;Flensburg – Schleswig;01;0;59;5952;129;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Jardelund;0;;;01059129
1;Flensburg – Schleswig;01;0;59;5912;131;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Jerrishoe;0;;;01059131
1;Flensburg – Schleswig;01;0;59;5912;132;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Jörl;0;;;01059132
1;Flensburg – Schleswig;01;0;59;5990;136;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Kronsgaard;0;;;01059136
1;Flensburg – Schleswig;01;0;59;5937;137;Schleswig-Holstein;;Schleswig-Flensburg;Langballig;Langballig;0;;;01059137
1;Flensburg – Schleswig;01;0;59;5912;138;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Langstedt;0;;;01059138
1;Flensburg – Schleswig;01;0;59;5919;141;Schleswig-Holstein;;Schleswig-Flensburg;Hürup;Maasbüll;0;;;01059141
1;Flensburg – Schleswig;01;0;59;5990;142;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Maasholm;0;;;01059142
1;Flensburg – Schleswig;01;0;59;5952;143;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Medelby;0;;;01059143
1;Flensburg – Schleswig;01;0;59;5952;144;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Meyn;0;;;01059144
1;Flensburg – Schleswig;01;0;59;5937;145;Schleswig-Holstein;;Schleswig-Flensburg;Langballig;Munkbrarup;0;;;01059145
1;Flensburg – Schleswig;01;0;59;5990;147;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Nieby;0;;;01059147
1;Flensburg – Schleswig;01;0;59;5990;148;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Niesgrau;0;;;01059148
1;Flensburg – Schleswig;01;0;59;5952;149;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Nordhackstedt;0;;;01059149
1;Flensburg – Schleswig;01;0;59;5952;151;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Osterby;0;;;01059151
1;Flensburg – Schleswig;01;0;59;5990;152;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Pommerby;0;;;01059152
1;Flensburg – Schleswig;01;0;59;5990;154;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Rabel;0;;;01059154
1;Flensburg – Schleswig;01;0;59;5990;155;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Rabenholz;0;;;01059155
1;Flensburg – Schleswig;01;0;59;5937;157;Schleswig-Holstein;;Schleswig-Flensburg;Langballig;Ringsberg;0;;;01059157
1;Flensburg – Schleswig;01;0;59;5952;158;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Schafflund;0;;;01059158
1;Flensburg – Schleswig;01;0;59;5940;159;Schleswig-Holstein;;Schleswig-Flensburg;Oeversee;Sieverstedt;0;;;01059159
1;Flensburg – Schleswig;01;0;59;5949;161;Schleswig-Holstein;;Schleswig-Flensburg;Amt Mittelangeln;Sörup;0;;;01059161
1;Flensburg – Schleswig;01;0;59;5912;162;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Sollerup;0;;;01059162
1;Flensburg – Schleswig;01;0;59;5990;163;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Stangheck;0;;;01059163
1;Flensburg – Schleswig;01;0;59;5990;164;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Steinberg;0;;;01059164
1;Flensburg – Schleswig;01;0;59;5990;167;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Sterup;0;;;01059167
1;Flensburg – Schleswig;01;0;59;5990;168;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Stoltebüll;0;;;01059168
1;Flensburg – Schleswig;01;0;59;5912;169;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Süderhackstedt;0;;;01059169
1;Flensburg – Schleswig;01;0;59;5940;171;Schleswig-Holstein;;Schleswig-Flensburg;Oeversee;Tarp;0;;;01059171
1;Flensburg – Schleswig;01;0;59;5952;173;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Wallsbüll;0;;;01059173
1;Flensburg – Schleswig;01;0;59;5912;174;Schleswig-Holstein;;Schleswig-Flensburg;Eggebek;Wanderup;0;;;01059174
1;Flensburg – Schleswig;01;0;59;5937;176;Schleswig-Holstein;;Schleswig-Flensburg;Langballig;Wees;0;;;01059176
1;Flensburg – Schleswig;01;0;59;5952;177;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Weesby;0;;;01059177
1;Flensburg – Schleswig;01;0;59;5937;178;Schleswig-Holstein;;Schleswig-Flensburg;Langballig;Westerholz;0;;;01059178
1;Flensburg – Schleswig;01;0;59;5952;179;Schleswig-Holstein;;Schleswig-Flensburg;Schafflund;Lindewitt;0;;;01059179
1;Flensburg – Schleswig;01;0;59;5919;182;Schleswig-Holstein;;Schleswig-Flensburg;Hürup;Freienwill;0;;;01059182
1;Flensburg – Schleswig;01;0;59;0;183;Schleswig-Holstein;;Schleswig-Flensburg;;Handewitt;0;;;01059183
1;Flensburg – Schleswig;01;0;59;5940;184;Schleswig-Holstein;;Schleswig-Flensburg;Oeversee;Oeversee;0;;;01059184
1;Flensburg – Schleswig;01;0;59;5949;185;Schleswig-Holstein;;Schleswig-Flensburg;Amt Mittelangeln;Mittelangeln;0;;;01059185
1;Flensburg – Schleswig;01;0;59;5990;186;Schleswig-Holstein;;Schleswig-Flensburg;Geltinger Bucht;Steinbergkirche;0;;;01059186
1;Flensburg – Schleswig;01;0;59;5974;187;Schleswig-Holstein;;Schleswig-Flensburg;Süderbrarup;Boren;0;;;01059187
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;005;Schleswig-Holstein;;Dithmarschen;Eider;Barkenholm;0;;;01051005
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;008;Schleswig-Holstein;;Dithmarschen;Eider;Bergewöhrden;0;;;01051008
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;013;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Büsum;0;;;01051013
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;014;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Büsumer Deichhausen;0;;;01051014
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;019;Schleswig-Holstein;;Dithmarschen;Eider;Dellstedt;0;;;01051019
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;020;Schleswig-Holstein;;Dithmarschen;Eider;Delve;0;;;01051020
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;023;Schleswig-Holstein;;Dithmarschen;Eider;Dörpling;0;;;01051023
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;030;Schleswig-Holstein;;Dithmarschen;Eider;Fedderingen;0;;;01051030
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;033;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Friedrichsgabekoog;0;;;01051033
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;035;Schleswig-Holstein;;Dithmarschen;Eider;Gaushorn;0;;;01051035
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;036;Schleswig-Holstein;;Dithmarschen;Eider;Glüsing;0;;;01051036
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;038;Schleswig-Holstein;;Dithmarschen;Eider;Groven;0;;;01051038
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;043;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Hedwigenkoog;0;;;01051043
2;Nordfriesland – Dithmarschen Nord;01;0;51;0;044;Schleswig-Holstein;;Dithmarschen;;Heide, Stadt;0;;;01051044
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;045;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Hellschen-Heringsand-Unterschaar;0;;;01051045
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;047;Schleswig-Holstein;;Dithmarschen;Eider;Hemme;0;;;01051047
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;048;Schleswig-Holstein;;Dithmarschen;Heider Umland;Hemmingstedt;0;;;01051048
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;049;Schleswig-Holstein;;Dithmarschen;Eider;Hennstedt;0;;;01051049
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;050;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Hillgroven;0;;;01051050
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;052;Schleswig-Holstein;;Dithmarschen;Eider;Hövede;0;;;01051052
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;053;Schleswig-Holstein;;Dithmarschen;Eider;Hollingstedt;0;;;01051053
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;058;Schleswig-Holstein;;Dithmarschen;Eider;Karolinenkoog;0;;;01051058
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;060;Schleswig-Holstein;;Dithmarschen;Eider;Kleve;0;;;01051060
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;061;Schleswig-Holstein;;Dithmarschen;Eider;Krempel;0;;;01051061
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;065;Schleswig-Holstein;;Dithmarschen;Eider;Lehe;0;;;01051065
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;067;Schleswig-Holstein;;Dithmarschen;Heider Umland;Lieth;0;;;01051067
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;068;Schleswig-Holstein;;Dithmarschen;Eider;Linden;0;;;01051068
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;069;Schleswig-Holstein;;Dithmarschen;Heider Umland;Lohe-Rickelshof;0;;;01051069
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;071;Schleswig-Holstein;;Dithmarschen;Eider;Lunden;0;;;01051071
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;075;Schleswig-Holstein;;Dithmarschen;Heider Umland;Neuenkirchen;0;;;01051075
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;079;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Norddeich;0;;;01051079
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;080;Schleswig-Holstein;;Dithmarschen;Eider;Norderheistedt;0;;;01051080
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;081;Schleswig-Holstein;;Dithmarschen;Heider Umland;Norderwöhrden;0;;;01051081
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;082;Schleswig-Holstein;;Dithmarschen;Heider Umland;Nordhastedt;0;;;01051082
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;084;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Oesterdeichstrich;0;;;01051084
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;087;Schleswig-Holstein;;Dithmarschen;Heider Umland;Ostrohe;0;;;01051087
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;088;Schleswig-Holstein;;Dithmarschen;Eider;Pahlen;0;;;01051088
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;092;Schleswig-Holstein;;Dithmarschen;Eider;Rehm-Flehde-Bargen;0;;;01051092
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;093;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Reinsbüttel;0;;;01051093
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;096;Schleswig-Holstein;;Dithmarschen;Eider;Sankt Annen;0;;;01051096
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;100;Schleswig-Holstein;;Dithmarschen;Eider;Schalkholz;0;;;01051100
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;102;Schleswig-Holstein;;Dithmarschen;Eider;Schlichting;0;;;01051102
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;105;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Schülp;0;;;01051105
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;107;Schleswig-Holstein;;Dithmarschen;Heider Umland;Stelle-Wittenwurth;0;;;01051107
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;108;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Strübbel;0;;;01051108
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;109;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Süderdeich;0;;;01051109
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;113;Schleswig-Holstein;;Dithmarschen;Heider Umland;Wöhrden;0;;;01051113
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;114;Schleswig-Holstein;;Dithmarschen;Eider;Tellingstedt;0;;;01051114
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;117;Schleswig-Holstein;;Dithmarschen;Eider;Tielenhemme;0;;;01051117
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;120;Schleswig-Holstein;;Dithmarschen;Eider;Wallen;0;;;01051120
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;121;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Warwerort;0;;;01051121
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;122;Schleswig-Holstein;;Dithmarschen;Heider Umland;Weddingstedt;0;;;01051122
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;125;Schleswig-Holstein;;Dithmarschen;Eider;Welmbüttel;0;;;01051125
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;127;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Wesselburen, Stadt;0;;;01051127
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;128;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Wesselburener Deichhausen;0;;;01051128
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;129;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Wesselburenerkoog;0;;;01051129
2;Nordfriesland – Dithmarschen Nord;01;0;51;5172;130;Schleswig-Holstein;;Dithmarschen;Heider Umland;Wesseln;0;;;01051130
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;131;Schleswig-Holstein;;Dithmarschen;Eider;Westerborstel;0;;;01051131
2;Nordfriesland – Dithmarschen Nord;01;0;51;5178;132;Schleswig-Holstein;;Dithmarschen;Büsum-Wesselburen;Westerdeichstrich;0;;;01051132
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;133;Schleswig-Holstein;;Dithmarschen;Eider;Wiemerstedt;0;;;01051133
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;136;Schleswig-Holstein;;Dithmarschen;Eider;Wrohm;0;;;01051136
2;Nordfriesland – Dithmarschen Nord;01;0;51;5169;139;Schleswig-Holstein;;Dithmarschen;Eider;Süderdorf;0;;;01051139
