Wahlkreisnr;Wahlkreisbez;RGS_Land;RGS_RegBez;RGS_Kreis;RGS_GemVerband;RGS_Gemeinde;Landname;RegBezname;Kreisname;GemVerbandname;Gemeindename;Gemeindeteil;Wahlkreisvon;Wahlkreisbis;ARS
52;Goslar – Northeim – Osterode;03;1;55;0;001;Niedersachsen;Statistische Region Braunschweig;Northeim;;Bad Gandersheim, Stadt;0;;;03155001
52;Goslar – Northeim – Osterode;03;1;55;0;003;Niedersachsen;Statistische Region Braunschweig;Northeim;;Dassel, Stadt;0;;;03155003
52;Goslar – Northeim – Osterode;03;1;55;0;005;Niedersachsen;Statistische Region Braunschweig;Northeim;;Hardegsen, Stadt;0;;;03155005
52;Goslar – Northeim – Osterode;03;1;55;0;006;Niedersachsen;Statistische Region Braunschweig;Northeim;;Kalefeld;0;;;03155006
52;Goslar – Northeim – Osterode;03;1;55;0;007;Niedersachsen;Statistische Region Braunschweig;Northeim;;Katlenburg-Lindau;0;;;03155007
52;Goslar – Northeim – Osterode;03;1;55;0;009;Niedersachsen;Statistische Region Braunschweig;Northeim;;Moringen, Stadt;0;;;03155009
52;Goslar – Northeim – Osterode;03;1;55;0;010;Niedersachsen;Statistische Region Braunschweig;Northeim;;Nörten-Hardenberg, Flecken;0;;;03155010
52;Goslar – Northeim – Osterode;03;1;55;0;011;Niedersachsen;Statistische Region Braunschweig;Northeim;;Northeim, Stadt;0;;;03155011
52;Goslar – Northeim – Osterode;03;1;55;0;013;Niedersachsen;Statistische Region Braunschweig;Northeim;;Einbeck, Stadt;0;;;03155013
52;Goslar – Northeim – Osterode;03;1;59;0;002;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Bad Grund (Harz);0;;;03159002
52;Goslar – Northeim – Osterode;03;1;59;5403;012;Niedersachsen;Statistische Region Braunschweig;Göttingen;Hattorf am Harz;Elbingerode;0;;;03159012
52;Goslar – Northeim – Osterode;03;1;59;5403;018;Niedersachsen;Statistische Region Braunschweig;Göttingen;Hattorf am Harz;Hattorf am Harz;0;;;03159018
52;Goslar – Northeim – Osterode;03;1;59;5403;020;Niedersachsen;Statistische Region Braunschweig;Göttingen;Hattorf am Harz;Hörden am Harz;0;;;03159020
52;Goslar – Northeim – Osterode;03;1;59;0;026;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Osterode am Harz, Stadt;0;;;03159026
52;Goslar – Northeim – Osterode;03;1;59;0;036;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Walkenried;0;;;03159036
52;Goslar – Northeim – Osterode;03;1;59;5403;039;Niedersachsen;Statistische Region Braunschweig;Göttingen;Hattorf am Harz;Wulften am Harz;0;;;03159039
52;Goslar – Northeim – Osterode;03;1;59;9501;501;Niedersachsen;Statistische Region Braunschweig;Göttingen;Harz (Ldkr. Göttingen), gemfr. Geb.;Harz (Ldkr. Göttingen), gemfr. Geb.;0;;;03159501
53;Göttingen;03;1;59;0;001;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Adelebsen, Flecken;0;;;03159001
53;Göttingen;03;1;59;0;003;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Bad Lauterberg im Harz, Stadt;0;;;03159003
53;Göttingen;03;1;59;0;004;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Bad Sachsa, Stadt;0;;;03159004
53;Göttingen;03;1;59;5402;005;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Bilshausen;0;;;03159005
53;Göttingen;03;1;59;5402;006;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Bodensee;0;;;03159006
53;Göttingen;03;1;59;0;007;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Bovenden, Flecken;0;;;03159007
53;Göttingen;03;1;59;5401;008;Niedersachsen;Statistische Region Braunschweig;Göttingen;Dransfeld;Bühren;0;;;03159008
53;Göttingen;03;1;59;5401;009;Niedersachsen;Statistische Region Braunschweig;Göttingen;Dransfeld;Dransfeld, Stadt;0;;;03159009
53;Göttingen;03;1;59;0;010;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Duderstadt, Stadt;0;;;03159010
53;Göttingen;03;1;59;5404;011;Niedersachsen;Statistische Region Braunschweig;Göttingen;Radolfshausen;Ebergötzen;0;;;03159011
53;Göttingen;03;1;59;0;013;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Friedland;0;;;03159013
53;Göttingen;03;1;59;5402;014;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Gieboldehausen, Flecken;0;;;03159014
53;Göttingen;03;1;59;0;015;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Gleichen;0;;;03159015
53;Göttingen;03;1;59;0;016;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Göttingen, Stadt;0;;;03159016
53;Göttingen;03;1;59;0;017;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Hann. Münden, Stadt;0;;;03159017
53;Göttingen;03;1;59;0;019;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Herzberg am Harz, Stadt;0;;;03159019
53;Göttingen;03;1;59;5401;021;Niedersachsen;Statistische Region Braunschweig;Göttingen;Dransfeld;Jühnde;0;;;03159021
53;Göttingen;03;1;59;5402;022;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Krebeck;0;;;03159022
53;Göttingen;03;1;59;5404;023;Niedersachsen;Statistische Region Braunschweig;Göttingen;Radolfshausen;Landolfshausen;0;;;03159023
53;Göttingen;03;1;59;5401;024;Niedersachsen;Statistische Region Braunschweig;Göttingen;Dransfeld;Niemetal;0;;;03159024
53;Göttingen;03;1;59;5402;025;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Obernfeld;0;;;03159025
53;Göttingen;03;1;59;5402;027;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Rhumspringe;0;;;03159027
53;Göttingen;03;1;59;5402;028;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Rollshausen;0;;;03159028
53;Göttingen;03;1;59;0;029;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Rosdorf;0;;;03159029
53;Göttingen;03;1;59;5402;030;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Rüdershausen;0;;;03159030
53;Göttingen;03;1;59;5401;031;Niedersachsen;Statistische Region Braunschweig;Göttingen;Dransfeld;Scheden;0;;;03159031
53;Göttingen;03;1;59;5404;032;Niedersachsen;Statistische Region Braunschweig;Göttingen;Radolfshausen;Seeburg;0;;;03159032
53;Göttingen;03;1;59;5404;033;Niedersachsen;Statistische Region Braunschweig;Göttingen;Radolfshausen;Seulingen;0;;;03159033
53;Göttingen;03;1;59;0;034;Niedersachsen;Statistische Region Braunschweig;Göttingen;;Staufenberg;0;;;03159034
53;Göttingen;03;1;59;5404;035;Niedersachsen;Statistische Region Braunschweig;Göttingen;Radolfshausen;Waake;0;;;03159035
53;Göttingen;03;1;59;5402;037;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Wollbrandshausen;0;;;03159037
53;Göttingen;03;1;59;5402;038;Niedersachsen;Statistische Region Braunschweig;Göttingen;Gieboldehausen;Wollershausen;0;;;03159038
54;Bremen I;04;0;11;0;000;Bremen;;Bremen, Stadt;;Bremen, Stadt;1;54;55;04011000
55;Bremen II – Bremerhaven;04;0;11;0;000;Bremen;;Bremen, Stadt;;Bremen, Stadt;2;54;55;04011000
55;Bremen II – Bremerhaven;04;0;12;0;000;Bremen;;Bremerhaven, Stadt;;Bremerhaven, Stadt;0;;;04012000
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5302;088;Brandenburg;;Havelland;Friesack;Friesack, Stadt;0;;;12063088
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5309;094;Brandenburg;;Havelland;Rhinow;Gollenberg;0;;;12063094
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5309;112;Brandenburg;;Havelland;Rhinow;Großderschau;0;;;12063112
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5309;134;Brandenburg;;Havelland;Rhinow;Havelaue;0;;;12063134
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5302;142;Brandenburg;;Havelland;Friesack;Wiesenaue;0;;;12063142
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5309;161;Brandenburg;;Havelland;Rhinow;Kleßen-Görne;0;;;12063161
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5306;165;Brandenburg;;Havelland;Nennhausen;Kotzen;0;;;12063165
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5306;186;Brandenburg;;Havelland;Nennhausen;Märkisch Luch;0;;;12063186
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5302;202;Brandenburg;;Havelland;Friesack;Mühlenberge;0;;;12063202
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;0;208;Brandenburg;;Havelland;;Nauen, Stadt;0;;;12063208
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5306;212;Brandenburg;;Havelland;Nennhausen;Nennhausen;0;;;12063212
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5302;228;Brandenburg;;Havelland;Friesack;Paulinenaue;0;;;12063228
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5302;240;Brandenburg;;Havelland;Friesack;Pessin;0;;;12063240
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5302;256;Brandenburg;;Havelland;Friesack;Retzow;0;;;12063256
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5309;260;Brandenburg;;Havelland;Rhinow;Rhinow, Stadt;0;;;12063260
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5309;274;Brandenburg;;Havelland;Rhinow;Seeblick;0;;;12063274
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;63;5306;293;Brandenburg;;Havelland;Nennhausen;Stechow-Ferchesar;0;;;12063293
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5805;052;Brandenburg;;Ostprignitz-Ruppin;Neustadt (Dosse);Breddin;0;;;12068052
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5807;072;Brandenburg;;Ostprignitz-Ruppin;Temnitz;Dabergotz;0;;;12068072
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5805;109;Brandenburg;;Ostprignitz-Ruppin;Neustadt (Dosse);Dreetz;0;;;12068109
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;0;117;Brandenburg;;Ostprignitz-Ruppin;;Fehrbellin;0;;;12068117
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;0;181;Brandenburg;;Ostprignitz-Ruppin;;Heiligengrabe;0;;;12068181
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5804;188;Brandenburg;;Ostprignitz-Ruppin;Lindow (Mark);Herzberg (Mark);0;;;12068188
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;0;264;Brandenburg;;Ostprignitz-Ruppin;;Kyritz, Stadt;0;;;12068264
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5804;280;Brandenburg;;Ostprignitz-Ruppin;Lindow (Mark);Lindow (Mark), Stadt;0;;;12068280
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5807;306;Brandenburg;;Ostprignitz-Ruppin;Temnitz;Märkisch Linden;0;;;12068306
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;0;320;Brandenburg;;Ostprignitz-Ruppin;;Neuruppin, Stadt;0;;;12068320
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5805;324;Brandenburg;;Ostprignitz-Ruppin;Neustadt (Dosse);Neustadt (Dosse), Stadt;0;;;12068324
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;0;353;Brandenburg;;Ostprignitz-Ruppin;;Rheinsberg, Stadt;0;;;12068353
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5804;372;Brandenburg;;Ostprignitz-Ruppin;Lindow (Mark);Rüthnick;0;;;12068372
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5805;409;Brandenburg;;Ostprignitz-Ruppin;Neustadt (Dosse);Sieversdorf-Hohenofen;0;;;12068409
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5807;413;Brandenburg;;Ostprignitz-Ruppin;Temnitz;Storbeck-Frankendorf;0;;;12068413
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5805;417;Brandenburg;;Ostprignitz-Ruppin;Neustadt (Dosse);Stüdenitz-Schönermark;0;;;12068417
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5807;425;Brandenburg;;Ostprignitz-Ruppin;Temnitz;Temnitzquell;0;;;12068425
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5807;426;Brandenburg;;Ostprignitz-Ruppin;Temnitz;Temnitztal;0;;;12068426
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5804;437;Brandenburg;;Ostprignitz-Ruppin;Lindow (Mark);Vielitzsee;0;;;12068437
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5807;452;Brandenburg;;Ostprignitz-Ruppin;Temnitz;Walsleben;0;;;12068452
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;0;468;Brandenburg;;Ostprignitz-Ruppin;;Wittstock/Dosse, Stadt;0;;;12068468
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;0;477;Brandenburg;;Ostprignitz-Ruppin;;Wusterhausen/Dosse;0;;;12068477
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;68;5805;501;Brandenburg;;Ostprignitz-Ruppin;Neustadt (Dosse);Zernitz-Lohm;0;;;12068501
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5001;008;Brandenburg;;Prignitz;Bad Wilsnack/Weisen;Bad Wilsnack, Stadt;0;;;12070008
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5009;028;Brandenburg;;Prignitz;Putlitz-Berge;Berge;0;;;12070028
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5001;052;Brandenburg;;Prignitz;Bad Wilsnack/Weisen;Breese;0;;;12070052
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5005;060;Brandenburg;;Prignitz;Lenzen-Elbtalaue;Cumlosen;0;;;12070060
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5006;096;Brandenburg;;Prignitz;Meyenburg;Gerdshagen;0;;;12070096
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;0;125;Brandenburg;;Prignitz;;Groß Pankow (Prignitz);0;;;12070125
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5009;145;Brandenburg;;Prignitz;Putlitz-Berge;Gülitz-Reetz;0;;;12070145
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;0;149;Brandenburg;;Prignitz;;Gumtow;0;;;12070149
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5006;153;Brandenburg;;Prignitz;Meyenburg;Halenbeck-Rohlsdorf;0;;;12070153
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;0;173;Brandenburg;;Prignitz;;Karstädt;0;;;12070173
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5006;222;Brandenburg;;Prignitz;Meyenburg;Kümmernitztal;0;;;12070222
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5005;236;Brandenburg;;Prignitz;Lenzen-Elbtalaue;Lanz;0;;;12070236
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5001;241;Brandenburg;;Prignitz;Bad Wilsnack/Weisen;Legde/Quitzöbel;0;;;12070241
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5005;244;Brandenburg;;Prignitz;Lenzen-Elbtalaue;Lenzen (Elbe), Stadt;0;;;12070244
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5005;246;Brandenburg;;Prignitz;Lenzen-Elbtalaue;Lenzerwische;0;;;12070246
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5006;266;Brandenburg;;Prignitz;Meyenburg;Marienfließ;0;;;12070266
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5006;280;Brandenburg;;Prignitz;Meyenburg;Meyenburg, Stadt;0;;;12070280
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;0;296;Brandenburg;;Prignitz;;Perleberg, Stadt;0;;;12070296
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5009;300;Brandenburg;;Prignitz;Putlitz-Berge;Pirow;0;;;12070300
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;0;302;Brandenburg;;Prignitz;;Plattenburg;0;;;12070302
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;0;316;Brandenburg;;Prignitz;;Pritzwalk, Stadt;0;;;12070316
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5009;325;Brandenburg;;Prignitz;Putlitz-Berge;Putlitz, Stadt;0;;;12070325
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5001;348;Brandenburg;;Prignitz;Bad Wilsnack/Weisen;Rühstädt;0;;;12070348
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5009;393;Brandenburg;;Prignitz;Putlitz-Berge;Triglitz;0;;;12070393
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;5001;416;Brandenburg;;Prignitz;Bad Wilsnack/Weisen;Weisen;0;;;12070416
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;0;70;0;424;Brandenburg;;Prignitz;;Wittenberge, Stadt;0;;;12070424
57;Uckermark – Barnim I;12;0;60;5006;012;Brandenburg;;Barnim;Joachimsthal (Schorfheide);Althüttendorf;0;;;12060012
57;Uckermark – Barnim I;12;0;60;5003;024;Brandenburg;;Barnim;Biesenthal-Barnim;Biesenthal, Stadt;0;;;12060024
57;Uckermark – Barnim I;12;0;60;5003;034;Brandenburg;;Barnim;Biesenthal-Barnim;Breydin;0;;;12060034
57;Uckermark – Barnim I;12;0;60;5011;036;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Britz;0;;;12060036
57;Uckermark – Barnim I;12;0;60;5011;045;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Chorin;0;;;12060045
57;Uckermark – Barnim I;12;0;60;0;052;Brandenburg;;Barnim;;Eberswalde, Stadt;0;;;12060052
57;Uckermark – Barnim I;12;0;60;5006;068;Brandenburg;;Barnim;Joachimsthal (Schorfheide);Friedrichswalde;0;;;12060068
57;Uckermark – Barnim I;12;0;60;5011;092;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Hohenfinow;0;;;12060092
57;Uckermark – Barnim I;12;0;60;5006;100;Brandenburg;;Barnim;Joachimsthal (Schorfheide);Joachimsthal, Stadt;0;;;12060100
57;Uckermark – Barnim I;12;0;60;5011;128;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Liepe;0;;;12060128
57;Uckermark – Barnim I;12;0;60;5011;149;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Lunow-Stolzenhagen;0;;;12060149
57;Uckermark – Barnim I;12;0;60;5003;154;Brandenburg;;Barnim;Biesenthal-Barnim;Marienwerder;0;;;12060154
57;Uckermark – Barnim I;12;0;60;5003;161;Brandenburg;;Barnim;Biesenthal-Barnim;Melchow;0;;;12060161
57;Uckermark – Barnim I;12;0;60;5011;172;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Niederfinow;0;;;12060172
57;Uckermark – Barnim I;12;0;60;5011;176;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Oderberg, Stadt;0;;;12060176
57;Uckermark – Barnim I;12;0;60;5011;185;Brandenburg;;Barnim;Britz-Chorin-Oderberg;Parsteinsee;0;;;12060185
57;Uckermark – Barnim I;12;0;60;5003;192;Brandenburg;;Barnim;Biesenthal-Barnim;Rüdnitz;0;;;12060192
57;Uckermark – Barnim I;12;0;60;0;198;Brandenburg;;Barnim;;Schorfheide;0;;;12060198
57;Uckermark – Barnim I;12;0;60;5003;250;Brandenburg;;Barnim;Biesenthal-Barnim;Sydower Fließ;0;;;12060250
57;Uckermark – Barnim I;12;0;60;0;269;Brandenburg;;Barnim;;Wandlitz;0;;;12060269
57;Uckermark – Barnim I;12;0;60;5006;296;Brandenburg;;Barnim;Joachimsthal (Schorfheide);Ziethen;0;;;12060296
57;Uckermark – Barnim I;12;0;73;0;008;Brandenburg;;Uckermark;;Angermünde, Stadt;0;;;12073008
57;Uckermark – Barnim I;12;0;73;5310;032;Brandenburg;;Uckermark;Oder-Welse;Berkholz-Meyenburg;0;;;12073032
57;Uckermark – Barnim I;12;0;73;0;069;Brandenburg;;Uckermark;;Boitzenburger Land;0;;;12073069
57;Uckermark – Barnim I;12;0;73;5303;085;Brandenburg;;Uckermark;Brüssow (Uckermark);Brüssow, Stadt;0;;;12073085
57;Uckermark – Barnim I;12;0;73;5303;093;Brandenburg;;Uckermark;Brüssow (Uckermark);Carmzow-Wallmow;0;;;12073093
57;Uckermark – Barnim I;12;0;73;5304;097;Brandenburg;;Uckermark;Gartz (Oder);Casekow;0;;;12073097
57;Uckermark – Barnim I;12;0;73;5305;157;Brandenburg;;Uckermark;Gerswalde;Flieth-Stegelitz;0;;;12073157
57;Uckermark – Barnim I;12;0;73;5304;189;Brandenburg;;Uckermark;Gartz (Oder);Gartz (Oder), Stadt;0;;;12073189
57;Uckermark – Barnim I;12;0;73;5305;201;Brandenburg;;Uckermark;Gerswalde;Gerswalde;0;;;12073201
57;Uckermark – Barnim I;12;0;73;5303;216;Brandenburg;;Uckermark;Brüssow (Uckermark);Göritz;0;;;12073216
57;Uckermark – Barnim I;12;0;73;5306;225;Brandenburg;;Uckermark;Gramzow;Gramzow;0;;;12073225
57;Uckermark – Barnim I;12;0;73;5306;261;Brandenburg;;Uckermark;Gramzow;Grünow;0;;;12073261
57;Uckermark – Barnim I;12;0;73;5304;309;Brandenburg;;Uckermark;Gartz (Oder);Hohenselchow-Groß Pinnow;0;;;12073309
57;Uckermark – Barnim I;12;0;73;0;384;Brandenburg;;Uckermark;;Lychen, Stadt;0;;;12073384
57;Uckermark – Barnim I;12;0;73;5310;386;Brandenburg;;Uckermark;Oder-Welse;Mark Landin;0;;;12073386
57;Uckermark – Barnim I;12;0;73;5304;393;Brandenburg;;Uckermark;Gartz (Oder);Mescherin;0;;;12073393
57;Uckermark – Barnim I;12;0;73;5305;396;Brandenburg;;Uckermark;Gerswalde;Milmersdorf;0;;;12073396
57;Uckermark – Barnim I;12;0;73;5305;404;Brandenburg;;Uckermark;Gerswalde;Mittenwalde;0;;;12073404
57;Uckermark – Barnim I;12;0;73;0;429;Brandenburg;;Uckermark;;Nordwestuckermark;0;;;12073429
57;Uckermark – Barnim I;12;0;73;5306;430;Brandenburg;;Uckermark;Gramzow;Oberuckersee;0;;;12073430
57;Uckermark – Barnim I;12;0;73;5310;440;Brandenburg;;Uckermark;Oder-Welse;Pinnow;0;;;12073440
57;Uckermark – Barnim I;12;0;73;0;452;Brandenburg;;Uckermark;;Prenzlau, Stadt;0;;;12073452
57;Uckermark – Barnim I;12;0;73;5306;458;Brandenburg;;Uckermark;Gramzow;Randowtal;0;;;12073458
57;Uckermark – Barnim I;12;0;73;5303;490;Brandenburg;;Uckermark;Brüssow (Uckermark);Schenkenberg;0;;;12073490
57;Uckermark – Barnim I;12;0;73;5310;505;Brandenburg;;Uckermark;Oder-Welse;Schöneberg;0;;;12073505
57;Uckermark – Barnim I;12;0;73;5303;520;Brandenburg;;Uckermark;Brüssow (Uckermark);Schönfeld;0;;;12073520
57;Uckermark – Barnim I;12;0;73;0;532;Brandenburg;;Uckermark;;Schwedt/Oder, Stadt;0;;;12073532
57;Uckermark – Barnim I;12;0;73;5304;565;Brandenburg;;Uckermark;Gartz (Oder);Tantow;0;;;12073565
57;Uckermark – Barnim I;12;0;73;5305;569;Brandenburg;;Uckermark;Gerswalde;Temmen-Ringenwalde;0;;;12073569
57;Uckermark – Barnim I;12;0;73;0;572;Brandenburg;;Uckermark;;Templin, Stadt;0;;;12073572
57;Uckermark – Barnim I;12;0;73;5306;578;Brandenburg;;Uckermark;Gramzow;Uckerfelde;0;;;12073578
57;Uckermark – Barnim I;12;0;73;0;579;Brandenburg;;Uckermark;;Uckerland;0;;;12073579
57;Uckermark – Barnim I;12;0;73;5310;603;Brandenburg;;Uckermark;Oder-Welse;Passow;0;;;12073603
57;Uckermark – Barnim I;12;0;73;5306;645;Brandenburg;;Uckermark;Gramzow;Zichow;0;;;12073645
58;Oberhavel – Havelland II;12;0;63;0;036;Brandenburg;;Havelland;;Brieselang;0;;;12063036
58;Oberhavel – Havelland II;12;0;63;0;056;Brandenburg;;Havelland;;Dallgow-Döberitz;0;;;12063056
58;Oberhavel – Havelland II;12;0;63;0;080;Brandenburg;;Havelland;;Falkensee, Stadt;0;;;12063080
58;Oberhavel – Havelland II;12;0;63;0;148;Brandenburg;;Havelland;;Ketzin/Havel, Stadt;0;;;12063148
58;Oberhavel – Havelland II;12;0;63;0;273;Brandenburg;;Havelland;;Schönwalde-Glien;0;;;12063273
58;Oberhavel – Havelland II;12;0;63;0;357;Brandenburg;;Havelland;;Wustermark;0;;;12063357
58;Oberhavel – Havelland II;12;0;65;0;036;Brandenburg;;Oberhavel;;Birkenwerder;0;;;12065036
58;Oberhavel – Havelland II;12;0;65;0;084;Brandenburg;;Oberhavel;;Fürstenberg/Havel, Stadt;0;;;12065084
58;Oberhavel – Havelland II;12;0;65;0;096;Brandenburg;;Oberhavel;;Glienicke/Nordbahn;0;;;12065096
58;Oberhavel – Havelland II;12;0;65;5502;100;Brandenburg;;Oberhavel;Gransee und Gemeinden;Gransee, Stadt;0;;;12065100
58;Oberhavel – Havelland II;12;0;65;5502;117;Brandenburg;;Oberhavel;Gransee und Gemeinden;Großwoltersdorf;0;;;12065117
58;Oberhavel – Havelland II;12;0;65;0;136;Brandenburg;;Oberhavel;;Hennigsdorf, Stadt;0;;;12065136
58;Oberhavel – Havelland II;12;0;65;0;144;Brandenburg;;Oberhavel;;Hohen Neuendorf, Stadt;0;;;12065144
58;Oberhavel – Havelland II;12;0;65;0;165;Brandenburg;;Oberhavel;;Kremmen, Stadt;0;;;12065165
58;Oberhavel – Havelland II;12;0;65;0;180;Brandenburg;;Oberhavel;;Leegebruch;0;;;12065180
58;Oberhavel – Havelland II;12;0;65;0;193;Brandenburg;;Oberhavel;;Liebenwalde, Stadt;0;;;12065193
58;Oberhavel – Havelland II;12;0;65;0;198;Brandenburg;;Oberhavel;;Löwenberger Land;0;;;12065198
58;Oberhavel – Havelland II;12;0;65;0;225;Brandenburg;;Oberhavel;;Mühlenbecker Land;0;;;12065225
58;Oberhavel – Havelland II;12;0;65;0;251;Brandenburg;;Oberhavel;;Oberkrämer;0;;;12065251
58;Oberhavel – Havelland II;12;0;65;0;256;Brandenburg;;Oberhavel;;Oranienburg, Stadt;0;;;12065256
58;Oberhavel – Havelland II;12;0;65;5502;276;Brandenburg;;Oberhavel;Gransee und Gemeinden;Schönermark;0;;;12065276
58;Oberhavel – Havelland II;12;0;65;5502;301;Brandenburg;;Oberhavel;Gransee und Gemeinden;Sonnenberg;0;;;12065301
58;Oberhavel – Havelland II;12;0;65;5502;310;Brandenburg;;Oberhavel;Gransee und Gemeinden;Stechlin;0;;;12065310
